year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2016,6474.34343188247,1,1,2,1,4,1,3,3,4,1,4,1,1,1,1,3,1,0,0,2,3
2016,2952.90364433794,1,3,2,3,7,88,88,1,4,3,3,2,2,0,1,2,1,1,1,2,1
2016,2856.94574546692,2,2,2,2,7,1,3,3,4,1,4,2,2,0,1,4,2,0,0,2,1
2016,3100.08794969412,2,1,2,1,6,1,4,0,3,2,4,2,2,0,1,4,2,0,0,2,5
2016,3610.04424791249,2,1,2,1,5,1,3,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2016,3610.04424791249,2,1,2,1,5,1,3,1,2,2,1,1,2,0,1,2,1,0,0,2,1
2016,4828.51422375151,1,1,1,4,4,1,7,2,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,4828.51422375151,1,1,1,4,4,1,7,2,4,1,4,1,2,0,1,4,2,0,0,2,3
2016,3912.28383461065,1,3,1,4,5,1,2,2,3,1,1,1,2,0,1,4,2,1,1,1,1
2016,3712.27802891859,1,1,2,1,5,1,2,1,2,3,2,1,1,2,1,3,1,0,0,2,1
2016,3747.22737907847,2,1,2,1,5,4,6,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,3272.0869258919,1,1,2,1,6,4,3,0,2,2,3,1,2,0,1,3,1,1,2,1,1
2016,1778.04967279109,1,1,2,1,7,2,7,0,1,2,3,2,1,2,1,2,1,0,0,2,1
2016,3151.96632695723,2,1,2,1,6,1,88,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2016,3151.96632695723,2,1,2,1,6,1,88,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2016,1107.02633389139,2,1,2,1,5,1,88,0,2,2,4,1,2,0,1,4,2,0,0,2,2
2016,596.445861647609,1,1,1,4,8,5,2,1,4,2,3,2,2,0,1,4,2,0,0,2,1
2016,596.445861647609,1,1,1,4,8,5,2,1,4,2,3,2,2,0,1,4,2,0,0,2,1
2016,596.445861647609,1,1,1,4,8,5,2,1,4,2,3,2,2,0,1,4,2,0,0,2,1
2016,1366.17976087732,1,1,2,1,6,2,7,5,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,1366.17976087732,1,1,2,1,6,2,7,5,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,1366.17976087732,1,1,2,1,6,2,7,5,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,1366.17976087732,1,1,2,1,6,2,7,5,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,1366.17976087732,1,1,2,1,6,2,7,5,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,1258.88620046479,1,1,2,1,4,1,6,4,4,1,4,1,3,5,1,4,2,0,0,2,3
2016,652.330409871768,1,3,2,3,7,2,7,2,4,2,3,2,2,0,1,4,2,0,0,2,3
2016,2055.63442634253,1,2,2,2,5,1,3,2,3,1,4,2,1,3,1,3,1,0,0,2,3
2016,654.824133798379,1,1,2,1,6,2,6,0,3,2,2,2,2,0,1,4,2,1,1,2,1
2016,686.866037052642,2,2,2,2,6,2,1,1,3,2,1,1,2,0,1,4,2,0,0,2,1
2016,3948.96035444642,1,1,1,4,6,2,6,5,1,1,5,2,2,0,1,4,2,0,0,2,3
2016,1464.80660076416,2,1,2,1,7,5,2,1,3,2,4,1,2,0,1,4,2,0,0,2,3
2016,2018.61985296956,1,2,2,2,7,1,88,0,3,2,3,2,2,0,1,4,2,0,0,1,1
2016,1437.89876021327,2,1,2,1,7,4,3,0,3,2,1,1,3,5,1,4,2,0,0,2,1
2016,1437.89876021327,2,1,2,1,7,4,3,0,3,2,1,1,3,5,1,4,2,0,0,2,1
2016,3600.01438478267,1,2,2,2,2,1,88,0,3,2,3,2,2,0,1,4,2,0,0,2,4
2016,1689.88827570723,1,1,2,1,7,2,7,0,3,2,4,1,2,0,1,4,2,1,1,2,3
2016,1306.87481069565,2,1,2,1,7,2,7,1,1,3,4,1,3,5,1,4,2,0,0,2,1
2016,785.148043481061,2,1,2,1,6,4,5,1,3,2,4,1,2,0,1,4,2,0,0,2,1
2016,1791.49268302173,1,1,2,1,5,1,88,2,2,1,4,2,2,0,1,1,1,0,0,2,2
2016,1047.24955455334,1,1,2,1,8,2,7,0,2,3,4,2,2,0,1,4,2,0,0,2,5
2016,2688.90171781112,2,1,1,4,5,1,88,1,3,2,3,2,2,0,1,1,1,0,0,2,3
2016,2688.90171781112,2,1,1,4,5,1,88,1,3,2,3,2,2,0,1,1,1,0,0,2,3
2016,637.331138361423,2,1,2,1,3,1,1,2,2,1,4,2,2,0,1,4,2,1,1,2,3
2016,441.609594486609,1,1,2,1,7,2,88,1,2,2,6,2,2,0,1,4,2,0,0,2,3
2016,1715.04718237134,1,1,2,1,4,1,2,1,2,1,4,2,3,5,1,4,2,1,1,2,5
2016,426.71777301695,2,1,1,4,6,2,7,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2016,637.331138361423,2,1,2,1,3,1,2,2,2,1,3,2,2,0,1,1,1,1,1,2,1
2016,651.278312702709,1,1,2,1,3,1,1,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2016,1272.44209100496,1,1,2,1,5,2,7,1,4,2,4,1,2,0,1,3,1,1,2,2,2
2016,1992.11832128762,1,1,2,1,2,1,88,5,2,1,5,2,3,5,2,5,3,0,0,2,3
2016,425.024225326458,1,1,2,1,7,2,6,1,2,2,4,1,2,0,1,4,2,0,0,2,3
2016,714.441014636823,1,1,2,1,6,1,7,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,448.13993362527,2,3,2,3,6,4,6,1,2,1,1,1,3,5,1,1,1,0,0,1,1
2016,777.668343550778,2,3,2,3,2,1,6,1,2,1,3,2,2,0,1,1,1,1,1,2,3
2016,777.668343550778,2,3,2,3,2,1,6,1,2,1,3,2,2,0,1,1,1,1,1,2,3
2016,1016.57547062054,1,1,2,1,6,2,7,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,19957.0082769794,2,2,2,2,7,5,5,1,1,2,4,2,2,0,1,4,2,0,0,2,1
2016,669.909745861106,2,1,2,1,6,2,7,1,2,1,4,2,3,5,1,4,2,0,0,2,1
2016,1089.20532126583,1,1,2,1,7,2,7,0,2,3,5,2,2,0,1,4,2,0,0,2,4
2016,1299.91188501528,2,2,2,2,3,1,2,3,2,1,2,1,2,0,1,4,2,1,2,2,1
2016,2484.98197131699,1,1,2,1,1,1,6,2,4,1,4,2,2,0,1,4,2,1,1,2,4
2016,3521.31441281851,1,1,2,1,1,1,7,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2016,731.906561204088,2,1,2,1,8,2,7,3,2,1,4,2,2,0,2,5,3,0,0,2,3
2016,646.511507015514,2,1,2,1,6,1,5,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,1077.40182326205,1,1,2,1,6,1,2,4,2,1,5,2,2,0,1,4,2,0,0,2,1
2016,1201.65278942614,2,1,2,1,8,3,3,0,3,3,4,2,2,0,1,4,2,0,0,2,3
2016,4697.29440673207,1,2,2,2,5,1,2,0,3,3,3,1,1,1,1,3,1,1,1,2,1
2016,3242.95635424577,2,1,2,1,8,5,7,1,1,2,2,1,2,0,1,4,2,0,0,2,1
2016,3214.7805277137,1,2,2,2,3,1,88,1,2,2,4,2,2,0,1,4,2,1,1,2,3
2016,2686.8176190504,2,1,2,1,5,1,6,0,1,2,4,2,3,5,1,4,2,0,0,2,3
2016,2038.98076629504,2,1,2,1,4,1,88,1,4,3,3,1,2,0,1,1,1,0,0,1,2
2016,910.830697576909,2,1,2,1,3,1,7,1,2,1,3,1,2,0,1,4,2,0,0,2,1
2016,651.107243109553,1,1,2,1,6,2,7,1,2,2,4,1,2,0,1,4,2,0,0,2,5
2016,651.107243109553,1,1,2,1,6,2,7,1,2,2,4,1,2,0,1,4,2,0,0,2,5
2016,651.107243109553,1,1,2,1,6,2,7,1,2,2,5,1,2,0,1,4,2,0,0,2,5
2016,3519.86898860999,2,3,2,3,6,1,3,1,2,1,3,1,1,4,1,3,1,1,1,1,1
2016,479.209217860195,2,1,2,1,7,2,5,0,2,2,2,2,2,0,1,4,2,0,0,2,1
2016,1834.7318604776,2,1,2,1,5,4,2,1,2,1,1,2,2,0,1,4,2,0,0,1,1
2016,1834.7318604776,2,1,2,1,5,4,2,1,2,1,1,2,2,0,1,4,2,0,0,2,1
2016,1834.7318604776,2,1,2,1,5,4,2,1,2,1,3,2,2,0,1,1,1,1,1,2,1
2016,1834.7318604776,2,1,2,1,5,4,2,1,2,1,3,2,2,0,1,1,1,1,1,2,1
2016,5251.17154688273,2,1,2,1,8,5,5,1,4,3,1,1,1,1,1,3,1,0,0,1,1
2016,449.560840653283,1,1,1,4,8,4,5,4,4,1,4,1,2,0,1,4,2,0,0,2,1
2016,1325.70569577477,2,1,1,4,3,1,1,5,4,1,1,2,2,0,1,4,2,0,0,2,1
2016,3151.96632695723,2,1,2,1,6,1,88,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2016,3151.96632695723,2,1,2,1,6,1,88,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2016,2171.67357115139,1,1,2,1,6,5,7,3,4,1,4,1,2,0,1,4,2,0,0,2,3
2016,4391.64360724714,1,3,2,3,6,1,4,1,4,2,1,1,2,0,1,4,2,0,0,2,1
2016,1697.72876242318,2,1,1,4,6,2,88,1,4,2,4,2,3,5,1,4,2,0,0,2,3
2016,946.771945314812,2,2,2,2,8,4,3,3,2,1,4,2,2,0,1,4,2,0,0,2,1
2016,739.125826162464,1,1,2,1,1,1,4,3,2,1,3,3,2,0,1,3,1,1,,2,4
2016,1020.37951206516,2,1,2,1,5,5,1,1,2,2,1,1,2,0,1,4,2,1,2,2,1
2016,513.628434988238,2,1,2,1,5,5,1,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2016,1020.37951206516,2,1,2,1,5,5,1,1,2,2,1,2,1,4,1,3,1,0,0,2,1
2016,1020.37951206516,2,1,2,1,5,5,1,1,2,2,1,1,2,0,1,4,2,1,2,2,1
2016,3675.37750799825,2,1,2,1,5,2,5,1,4,3,4,2,2,0,1,4,2,0,0,2,5
2016,32797.0695241667,2,1,2,1,7,3,4,2,4,1,2,1,2,0,1,4,2,0,0,1,1
2016,1509.88459363558,1,1,2,1,6,2,88,0,3,3,4,1,2,0,1,4,2,0,0,2,5
2016,1509.88459363558,1,1,2,1,6,2,88,0,3,3,4,1,1,2,1,3,1,0,0,2,5
2016,2106.06391772698,2,1,2,1,3,1,88,0,3,3,4,2,2,0,1,4,2,0,0,2,2
2016,3183.77036272272,2,1,2,1,6,2,7,1,3,2,3,2,2,0,1,4,2,0,0,2,4
2016,3022.07422324232,1,1,2,1,7,2,6,1,2,2,2,1,2,0,1,4,2,1,1,2,1
2016,16869.2406218501,2,3,1,4,6,3,2,1,2,1,3,2,2,0,1,4,2,0,0,2,2
2016,3601.65303772526,1,3,2,3,6,1,6,1,1,2,6,2,2,0,2,5,3,0,0,2,3
2016,2975.26778691147,2,1,2,1,6,2,88,1,2,3,3,1,1,3,1,3,1,0,0,2,1
2016,4558.73121340168,1,1,2,1,4,1,1,1,1,1,3,2,2,0,1,4,2,0,0,2,5
2016,4558.73121340168,1,1,2,1,4,1,1,1,1,1,3,2,1,2,1,3,1,0,0,2,2
2016,3203.43009945461,1,1,2,1,7,88,88,1,1,3,6,2,3,5,1,3,1,1,1,2,1
2016,3261.20151506403,1,1,2,1,5,2,6,2,1,1,5,3,2,0,1,4,2,1,1,2,3
2016,4076.48602319635,1,1,2,1,5,2,3,3,2,1,5,1,2,0,1,4,2,0,0,2,5
2016,2841.9702965237,2,2,2,2,7,5,5,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,1176.6847184774,1,1,2,1,6,2,7,1,2,2,6,2,2,0,1,4,2,0,0,2,5
2016,5357.27558682976,2,1,2,1,7,4,7,3,2,1,2,2,2,0,1,4,2,0,0,2,1
2016,1429.01860226597,2,1,2,1,5,1,1,2,1,1,3,2,2,0,1,4,2,1,1,2,1
2016,1709.87290294898,1,1,2,1,7,1,2,3,4,1,5,1,1,3,1,3,1,1,1,2,3
2016,4364.18170416381,2,1,1,4,5,1,3,3,4,1,3,1,2,0,1,4,2,0,0,2,1
2016,3472.99580001305,2,2,2,2,8,4,3,2,4,2,5,1,3,5,1,4,2,0,0,2,1
2016,12985.843900727,1,3,2,3,5,4,7,2,4,1,4,2,2,0,1,2,1,0,0,1,5
2016,4171.57324640906,2,1,2,1,7,3,3,3,4,1,2,2,2,0,1,2,1,1,1,2,1
2016,3750.05532812025,2,1,2,1,5,1,6,1,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,3765.06945714236,2,3,2,3,5,1,7,4,4,1,5,2,2,0,1,4,2,0,0,2,3
2016,4395.2988930545,1,1,2,1,5,2,7,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,2209.86913972757,1,1,1,4,1,1,88,1,4,2,5,2,2,0,1,4,2,0,0,2,4
2016,1809.61345142249,2,1,1,4,6,2,6,2,4,1,4,1,1,3,1,3,1,1,,2,3
2016,2214.21988315376,1,1,1,4,7,2,6,2,4,1,4,1,1,3,1,3,1,0,0,2,3
2016,5371.1862785215,1,1,1,4,1,1,3,2,4,2,3,1,2,0,1,4,2,1,1,2,4
2016,5446.72805086577,1,1,2,1,6,1,7,1,4,2,2,1,2,0,1,4,2,0,0,2,3
2016,3888.77275566198,1,1,1,4,6,2,2,2,4,2,4,1,2,0,1,4,2,0,0,2,1
2016,3888.77275566198,1,1,1,4,6,2,2,2,4,2,4,1,2,0,1,4,2,0,0,2,1
2016,3284.89826105029,2,1,2,1,7,1,3,2,2,1,4,1,2,0,1,4,2,0,0,2,1
2016,1726.0765300413,1,1,1,4,3,1,6,0,4,2,4,2,1,4,1,3,1,0,0,2,3
2016,514.72018515931,1,1,2,1,8,2,88,0,4,2,2,1,2,0,1,4,2,0,0,2,3
2016,514.72018515931,1,1,2,1,8,2,88,0,4,2,2,1,2,0,1,4,2,0,0,2,3
2016,27731.0763995472,2,1,2,1,6,1,3,2,2,1,4,2,2,0,1,4,2,0,0,2,3
2016,2302.41755755055,1,2,2,2,6,1,88,4,2,1,3,2,3,5,1,4,2,0,0,2,1
2016,1839.56125829492,1,1,2,1,7,4,6,0,2,3,3,2,2,0,1,4,2,0,0,2,3
2016,2008.55882169287,1,2,2,2,8,4,2,4,2,1,1,2,2,0,1,1,1,1,1,2,1
2016,4231.83518538297,1,2,2,2,5,1,88,4,3,1,3,1,2,0,1,4,2,0,0,2,1
2016,3056.36632901559,2,1,1,4,1,1,6,2,2,1,4,2,2,0,1,4,2,1,1,2,3
2016,824.338482452218,2,1,2,1,7,2,7,3,4,1,4,3,3,5,1,4,2,0,0,2,3
2016,3403.2658632726,2,1,2,1,6,1,2,3,2,1,1,2,2,0,1,2,1,0,0,2,2
2016,3403.2658632726,2,1,2,1,6,1,2,3,2,1,3,2,2,0,1,4,2,0,0,2,2
2016,10370.177110449,1,1,1,4,5,1,5,3,4,1,4,1,2,0,1,4,2,0,0,2,1
2016,1495.44285343669,1,1,2,1,3,1,1,1,2,1,3,1,1,1,1,3,1,0,0,2,1
2016,1005.84412180549,1,1,2,1,5,1,3,3,2,1,4,1,2,0,1,4,2,0,0,2,3
2016,1462.64025259138,2,1,2,1,2,1,3,0,2,2,3,1,2,0,1,1,1,1,2,1,2
2016,881.057069011823,2,1,2,1,6,1,88,1,2,1,4,1,2,0,1,4,2,0,0,2,1
2016,2948.49179874274,2,1,2,1,7,3,3,1,3,3,4,1,2,0,1,2,1,1,2,2,1
2016,5416.08004978838,2,2,2,2,3,1,3,0,3,2,3,2,1,1,1,3,1,0,0,2,3
2016,3024.18680568789,1,1,1,4,4,1,5,5,1,1,4,2,2,0,1,4,2,0,0,2,3
2016,1793.4277355096,1,1,1,4,6,2,4,4,3,1,6,1,2,0,1,4,2,0,0,2,1
2016,2651.2487551257,2,1,1,4,6,1,2,1,1,1,3,1,1,3,1,3,1,0,0,2,2
2016,1765.8466534794,1,1,1,4,6,1,2,3,4,1,2,1,1,1,1,3,1,1,2,2,1
2016,6126.01796919718,2,1,2,1,7,2,7,1,4,2,4,2,3,5,1,4,2,0,0,2,1
2016,2384.23224011186,1,1,2,1,6,1,2,4,1,1,4,2,3,5,1,4,2,0,0,2,3
2016,1265.30042137972,2,2,2,2,5,2,6,2,1,1,4,2,1,2,1,3,1,0,0,2,3
2016,215.37589312841,2,2,2,2,6,1,88,4,2,1,4,1,2,0,2,5,3,0,0,2,3
2016,1492.66237091023,2,1,2,1,4,1,88,1,2,2,6,2,2,0,1,4,2,0,0,2,3
2016,433.140495760486,2,2,2,2,7,1,2,4,2,1,2,1,1,3,1,3,1,1,1,2,1
2016,1392.69343786808,1,1,2,1,6,2,7,2,2,2,3,1,2,0,1,4,2,0,0,2,1
2016,778.248064196025,2,1,2,1,7,2,7,1,2,2,2,1,2,0,1,2,1,0,0,2,1
2016,855.507560629526,2,1,2,1,6,4,7,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2016,625.246751184411,2,1,2,1,5,2,4,1,2,2,4,1,3,5,1,4,2,0,0,2,1
2016,1081.38153767201,2,2,2,2,4,1,1,3,2,1,5,2,2,0,1,4,2,0,0,2,3
2016,866.990389111494,2,1,2,1,6,4,7,1,2,2,5,1,2,0,1,4,2,0,0,2,1
2016,1153.69791298761,2,3,2,3,6,2,7,4,2,1,3,2,2,0,1,4,2,0,0,2,5
2016,1869.27860298706,1,1,2,1,5,1,4,1,4,3,4,2,2,0,1,4,2,0,0,2,1
2016,957.122945337707,1,1,2,1,4,1,2,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2016,2787.53522546869,1,1,2,1,7,4,3,0,2,3,3,2,1,2,1,2,1,0,0,2,1
2016,2787.53522546869,1,1,2,1,7,4,3,0,2,3,3,2,2,0,1,4,2,0,0,2,1
2016,602.698219231045,1,3,1,4,8,2,2,1,4,2,4,1,2,0,1,4,2,0,0,2,1
2016,601.502713666116,1,1,2,1,8,2,3,1,2,1,4,2,2,0,1,2,1,0,0,2,1
2016,601.502713666116,1,1,2,1,8,2,3,1,2,1,4,2,1,2,1,2,1,0,0,2,3
2016,1569.86468721669,2,1,2,1,3,1,1,1,2,1,3,2,2,0,1,4,2,0,0,1,1
2016,777.733624590125,1,1,2,1,7,4,2,1,2,1,4,1,2,0,1,4,2,1,1,2,1
2016,715.947641285877,2,1,1,4,3,1,1,1,2,2,4,1,1,1,1,2,1,0,0,2,2
2016,715.947641285877,2,1,1,4,3,1,1,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2016,499.693758122332,1,1,2,1,5,2,6,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2016,362.36664398668,2,3,2,3,3,1,1,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2016,362.36664398668,2,3,2,3,3,1,1,0,2,2,3,1,2,0,1,4,2,0,0,2,4
2016,2202.90453250868,2,1,2,1,4,1,3,2,4,1,3,2,2,0,1,4,2,0,0,1,5
2016,2202.90453250868,2,1,2,1,4,1,3,2,4,1,3,2,2,0,1,4,2,0,0,2,5
2016,7572.2708385411,2,1,2,1,5,2,5,1,2,2,2,2,2,0,1,4,2,0,0,2,1
2016,1598.0446423174,2,3,2,3,5,1,5,3,4,1,2,2,2,0,1,2,1,0,0,2,2
2016,1498.88585870499,2,1,1,4,7,2,5,4,4,1,3,1,2,0,1,4,2,1,2,2,4
2016,1498.88585870499,2,1,1,4,7,2,5,4,4,1,3,2,2,0,1,4,2,0,0,2,4
2016,1498.88585870499,2,1,1,4,7,2,5,4,4,1,3,2,2,0,1,4,2,0,0,2,4
2016,2590.59470257844,1,1,1,4,5,4,88,1,4,2,6,1,1,2,1,3,1,0,0,,5
2016,602.608681146122,2,3,2,3,5,1,3,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2016,812.301585501223,2,1,2,1,5,1,88,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2016,1643.87180911616,1,1,2,1,6,2,3,1,1,3,6,2,2,0,1,4,2,0,0,2,3
2016,812.944578459129,2,1,2,1,6,4,1,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2016,828.444494340602,1,1,2,1,2,1,1,1,3,2,3,2,1,2,1,3,1,0,0,2,3
2016,23403.5848236087,2,1,2,1,7,4,6,1,2,1,4,1,1,3,1,3,1,1,2,1,5
2016,1619.36412594748,1,1,1,4,6,4,5,3,4,1,4,1,2,0,1,4,2,1,1,2,3
2016,1619.36412594748,1,1,1,4,6,4,5,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2016,1619.36412594748,1,1,1,4,6,4,5,3,4,1,4,1,1,2,1,3,1,0,0,2,3
2016,1628.91586386948,1,1,1,4,6,2,88,1,4,2,4,2,1,2,1,2,1,0,0,2,1
2016,871.572648443285,2,3,1,4,5,1,2,2,2,1,4,1,1,3,1,3,1,0,0,2,1
2016,871.572648443285,2,3,1,4,5,1,2,2,2,1,4,2,1,3,1,3,1,0,0,2,1
2016,958.5087150951,2,1,2,1,6,1,6,0,4,2,3,1,2,0,1,4,2,0,0,2,1
2016,2670.68319369966,2,1,2,1,5,1,88,5,2,1,6,1,2,0,2,5,3,0,0,2,3
2016,945.797085312618,1,1,2,1,7,4,6,0,2,3,3,1,1,2,1,3,1,0,0,2,3
2016,945.797085312618,1,1,2,1,7,4,6,0,2,3,3,1,2,0,1,4,2,0,0,2,3
2016,945.797085312618,1,1,2,1,7,4,6,0,2,3,3,1,2,0,1,4,2,0,0,2,3
2016,945.797085312618,1,1,2,1,7,4,6,0,2,3,3,1,2,0,1,4,2,0,0,2,3
2016,920.46198555238,2,1,2,1,4,1,5,1,2,3,4,1,1,3,1,3,1,0,0,2,1
2016,1060.01218974473,2,2,2,2,5,1,4,4,2,1,2,1,3,5,1,4,2,0,0,2,1
2016,1502.68158307421,1,1,1,4,6,1,6,5,4,1,4,2,1,2,1,3,1,0,0,2,5
2016,2041.70135065593,2,1,1,4,6,1,6,5,4,1,4,1,1,3,1,3,1,0,0,2,3
2016,1502.68158307421,1,1,2,1,6,4,88,5,4,1,3,1,1,1,1,3,1,1,1,2,1
2016,595.116782710531,1,1,2,1,7,2,88,1,2,3,3,1,2,0,1,4,2,1,1,2,3
2016,3371.10486274578,1,3,2,3,6,2,7,0,4,2,3,1,2,0,1,4,2,0,0,2,3
2016,728.936469768912,1,1,2,1,6,1,5,1,4,1,4,2,2,0,1,4,2,0,0,2,1
2016,1628.91586386948,1,1,1,4,6,2,88,1,4,2,4,2,3,5,1,4,2,0,0,2,3
2016,1842.34758051583,1,3,2,3,5,2,7,4,4,1,4,2,2,0,1,4,2,0,0,2,5
2016,1703.38977500652,2,3,2,3,5,2,7,4,4,1,4,2,3,5,1,4,2,0,0,2,5
2016,1693.34444395685,1,1,2,1,8,2,88,1,4,2,2,1,2,0,1,4,2,1,2,2,3
2016,1693.34444395685,1,1,2,1,8,2,88,1,4,2,2,2,2,0,1,4,2,0,0,2,3
2016,1772.33825863235,2,1,2,1,7,4,7,1,2,2,3,2,2,0,1,4,2,0,0,2,2
2016,2300.34555555731,1,1,1,4,6,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2016,1772.75759210372,2,1,2,1,6,4,1,0,2,2,6,1,2,0,1,4,2,0,0,2,4
2016,1424.10376157261,1,1,2,1,7,1,3,1,2,3,2,1,2,0,1,4,2,0,0,2,2
2016,2899.17702942619,1,1,2,1,6,4,5,1,3,2,4,1,1,4,1,3,1,0,0,2,3
2016,4278.90214507659,1,1,2,1,4,1,3,1,3,2,4,1,2,0,1,4,2,0,0,2,3
2016,1610.44124543414,1,3,2,3,7,4,88,3,3,1,4,2,3,5,1,4,2,0,0,2,3
2016,1610.44124543414,1,3,2,3,7,4,88,3,3,1,4,2,3,5,1,4,2,0,0,2,3
2016,4958.97383103508,1,1,2,1,5,1,3,0,3,2,4,1,1,1,1,3,1,0,0,2,3
2016,19441.1463450625,2,1,2,1,5,1,2,1,3,2,1,2,2,0,1,4,2,1,1,2,1
2016,1173.38016818824,1,3,2,3,5,1,7,0,3,3,3,1,2,0,1,4,2,0,0,2,3
2016,2495.12337293008,1,1,2,1,6,1,7,4,3,1,4,2,2,0,1,4,2,0,0,2,5
2016,757.472362717256,2,1,2,1,6,2,6,1,2,1,4,2,2,0,1,4,2,0,0,2,1
2016,725.626902930417,1,1,2,1,6,2,6,3,2,1,4,1,2,0,1,4,2,0,0,2,1
2016,631.708188663884,2,2,2,2,6,1,88,4,3,1,1,1,1,2,1,3,1,1,2,2,1
2016,4425.06033150433,2,1,2,1,5,2,2,1,3,3,4,1,2,0,1,4,2,0,0,2,1
2016,961.595377989794,1,1,2,1,5,4,7,0,2,2,3,1,2,0,1,4,2,0,0,2,5
2016,6561.75108342581,2,2,2,2,7,1,1,0,3,2,3,2,2,0,1,4,2,0,0,2,5
2016,681.189094648631,2,1,2,1,4,1,6,4,3,1,4,1,1,1,1,2,1,0,0,2,2
2016,413.547771256211,2,1,2,1,7,5,88,1,3,3,2,2,2,0,1,4,2,0,0,2,1
2016,413.547771256211,2,1,2,1,7,5,88,1,3,3,2,2,2,0,1,4,2,1,2,2,1
2016,2249.59577495479,2,1,1,4,5,5,7,1,3,2,1,2,1,2,1,3,1,0,0,2,2
2016,2266.82223500715,2,1,1,4,2,1,6,1,3,3,3,2,2,0,1,4,2,0,0,2,4
2016,2266.82223500715,2,1,1,4,2,1,6,1,3,3,3,2,2,0,1,4,2,0,0,2,4
2016,2213.80305765302,2,1,2,1,5,5,6,0,1,2,1,1,2,0,1,2,1,1,2,1,1
2016,747.935029107405,2,1,2,1,5,1,3,2,3,1,1,2,2,0,1,4,2,0,0,2,1
2016,747.935029107405,2,1,2,1,5,1,3,2,3,1,3,2,2,0,1,4,2,0,0,2,1
2016,747.935029107405,2,1,2,1,5,1,3,2,3,1,3,2,2,0,1,4,2,0,0,2,1
2016,769.203605710297,2,1,2,1,7,4,7,4,3,1,3,2,2,0,1,4,2,0,0,2,1
2016,4616.95202720976,2,1,1,4,1,1,3,1,1,1,4,2,2,0,1,3,1,1,1,2,3
2016,1683.11961571739,1,3,2,3,6,1,7,5,3,1,4,1,2,0,1,4,2,1,1,2,3
2016,1860.61690889625,1,1,2,1,5,4,6,0,3,2,4,2,1,1,1,3,1,0,0,2,5
2016,786.56464739702,2,1,2,1,6,1,7,4,3,1,3,2,2,0,1,4,2,0,0,2,1
2016,786.56464739702,2,1,2,1,6,1,7,4,3,1,3,2,2,0,1,4,2,0,0,2,5
2016,1713.97354984114,2,1,2,1,6,2,5,3,4,1,4,1,1,2,1,2,1,0,0,2,1
2016,1606.75569877613,1,3,2,3,5,2,4,2,4,1,4,2,1,2,1,3,1,0,0,2,3
2016,769.858472718396,1,2,2,2,6,2,4,1,2,2,6,2,2,0,1,4,2,0,0,2,3
2016,2902.11161046757,1,2,2,2,1,1,2,0,2,2,6,2,2,0,1,4,2,0,0,2,4
2016,85.739605933708,2,2,2,2,3,1,1,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2016,82.2455815629198,2,1,2,1,3,1,1,1,2,1,3,2,2,0,1,1,1,1,1,2,2
2016,259.675233283244,2,3,2,3,3,1,88,4,2,1,1,1,2,0,1,4,2,0,0,2,1
2016,112.030319465309,1,2,2,2,7,1,1,4,3,1,5,1,1,2,1,3,1,0,0,2,3
2016,112.030319465309,1,2,2,2,7,1,1,4,3,1,5,1,1,2,1,3,1,0,0,2,3
2016,1702.53734365399,1,1,2,1,8,2,6,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2016,2375.96967347789,2,1,1,4,5,1,6,2,3,1,3,2,2,0,1,1,1,1,1,2,2
